date,open,high,low,close,volume
2025-01-02,6794.4158,6953.5428,6652.7411,6721.2367,3224710800.0
2025-01-03,6736.689,6765.6967,6395.2543,6409.0143,3176365400.0
2025-01-06,6376.7023,6423.4407,6230.1218,6331.3945,2460398600.0
2025-01-07,6342.9701,6555.3197,6340.9602,6555.3197,2772053400.0
2025-01-08,6530.3236,6752.9787,6351.1633,6675.9155,4142385300.0
2025-01-09,6628.8829,6828.5476,6624.4297,6766.1068,4242355200.0
2025-01-10,6738.632,6950.3839,6684.644,6684.644,4363301000.0
2025-01-13,6562.933,6823.7095,6531.8778,6676.5695,3647028900.0
2025-01-14,6698.1651,7158.6038,6697.7955,7158.6038,4420140900.0
2025-01-15,7180.66,7199.76,7109.5738,7137.0566,4141948700.0
2025-01-16,7179.3083,7303.6271,7062.8078,7144.6072,4048873400.0
2025-01-17,7128.0629,7254.6435,7127.7113,7179.4003,4198784500.0
2025-01-20,7236.905,7260.059,7168.2687,7208.5412,4130629600.0
2025-01-21,7239.3179,7349.7525,7185.9807,7349.4314,4417598000.0
2025-01-22,7276.7917,7301.8248,7207.5599,7234.1235,3712247000.0
2025-01-23,7313.4759,7458.1655,7250.9083,7250.9083,4410590000.0
2025-01-24,7196.8415,7415.7114,7169.3875,7410.1166,4336139000.0
2025-01-27,7404.9426,7426.6537,7190.5924,7190.5924,3314213700.0
2025-02-05,7279.7788,7464.9311,7266.9986,7426.4143,3988414200.0
2025-02-06,7367.1877,7772.3265,7363.2919,7740.1303,5210826600.0
2025-02-07,7723.0239,7876.5898,7673.837,7812.872,6191786500.0
2025-02-10,7798.4636,7875.3492,7698.5937,7875.3056,5134121000.0
2025-02-11,7851.2753,7926.7598,7784.9492,7922.7562,4613743800.0
2025-02-12,7887.2397,8056.057,7847.0478,8045.3842,4996495300.0
2025-02-13,8037.7997,8063.2184,7849.1559,7849.1559,5398422500.0
2025-02-14,7788.1112,7834.7956,7746.2968,7798.5993,4012040900.0
2025-02-17,7770.1155,8015.2059,7769.7612,8015.2059,5076842900.0
2025-02-18,7999.0805,8057.463,7828.9729,7861.9123,4829706100.0
2025-02-19,7845.7403,8318.5053,7844.0698,8318.499,6156562400.0
2025-02-20,8327.1472,8515.1273,8288.3947,8458.1523,6429241900.0
2025-02-21,8443.2856,8621.0248,8440.7351,8620.5864,6095905300.0
2025-02-24,8620.8088,8776.429,8473.5115,8672.3568,5671300200.0
2025-02-25,8494.9032,8861.0917,8485.0944,8720.1663,5495337200.0
2025-02-26,8731.6286,9073.3001,8731.6286,8918.3444,6383875600.0
2025-02-27,8897.1422,8976.6528,8671.1774,8867.6959,6288715400.0
2025-02-28,8798.9464,8801.6434,8287.5777,8307.2234,5071254600.0
2025-03-03,8298.5121,8478.4047,8174.002,8254.9032,4060379100.0
2025-03-04,8175.9421,8507.9926,8175.9421,8495.3447,4036747000.0
2025-03-05,8464.698,8634.0783,8458.5009,8628.3459,4161848500.0
2025-03-06,8667.1173,8847.7783,8646.3729,8801.1459,4902762300.0
2025-03-07,8748.9582,8883.8113,8713.3438,8785.6439,4924444200.0
2025-03-10,8824.5711,8930.2482,8747.3724,8864.827,4062685600.0
2025-03-11,8718.9751,8914.933,8716.8812,8892.3897,4040821700.0
2025-03-12,8947.0579,8995.7692,8879.5566,8884.2455,4425647000.0
2025-03-13,8836.384,8839.2658,8424.3144,8520.7208,4209247400.0
2025-03-14,8478.9713,8711.7831,8389.9671,8674.8697,3495655900.0
2025-03-17,8691.2204,8765.1172,8611.6713,8749.7116,3273953400.0
2025-03-18,8764.5344,8839.7372,8724.3347,8837.0261,3827549900.0
2025-03-19,8814.4685,8925.5206,8749.858,8852.8213,4080611800.0
2025-03-20,8817.3118,8968.7411,8757.8477,8866.0324,4169053600.0
2025-03-21,8809.3069,8810.6463,8564.2351,8579.3207,4011980800.0
2025-03-24,8561.0265,8571.3514,8156.7935,8390.9238,4146968500.0
2025-03-25,8369.0388,8463.4066,8236.68,8255.7239,3401375100.0
2025-03-26,8210.6737,8477.6941,8210.6737,8376.7957,3452768900.0
2025-03-27,8349.1436,8419.6833,8218.6079,8269.0561,3171232700.0
2025-03-28,8237.6788,8320.8078,8122.3778,8122.4236,2579216200.0
2025-03-31,8030.5055,8030.7037,7785.495,7975.7172,3170041800.0
2025-04-01,8015.0808,8048.2498,7931.71,7945.9697,2235120300.0
2025-04-02,7931.362,8095.9527,7931.362,8022.3894,2263268700.0
2025-04-03,7914.1407,8041.5067,7801.1977,7839.1947,2575060000.0
2025-04-07,7210.7431,7305.8042,6740.0642,6768.0216,2564003300.0
2025-04-08,6660.2183,6858.363,6444.767,6598.956,3661718500.0
2025-04-09,6439.9369,6864.3887,6066.2262,6815.1659,4223249800.0
2025-04-10,7017.4338,7225.7683,7017.4338,7049.8847,3573582400.0
2025-04-11,6971.7195,7270.0575,6970.6609,7188.8685,2925464400.0
2025-04-14,7324.7303,7404.7101,7281.362,7310.736,2703269200.0
2025-04-15,7323.4331,7360.1204,7222.2826,7312.6902,2285515000.0
2025-04-16,7272.4125,7291.8469,7050.8595,7145.0864,2364776300.0
2025-04-17,7106.7682,7231.6723,7104.6074,7127.4709,1830654400.0
2025-04-18,7114.4519,7166.9205,7050.6057,7123.7199,1655733700.0
2025-04-21,7108.7945,7328.9986,7061.0943,7328.9526,2089447300.0
2025-04-22,7307.9593,7317.8324,7228.5477,7240.0489,1789070800.0
2025-04-23,7308.1665,7534.0198,7308.1665,7496.2201,3000740800.0
