date,open,high,low,close,volume
2024-01-02,6167.9487,6177.6846,6109.584,6111.7808,1483942600.0
2024-01-03,6101.4165,6101.4541,5962.0796,6017.978,1383305400.0
2024-01-04,6023.9683,6024.0874,5955.0391,5980.8062,1026640500.0
2024-01-05,5992.394,6034.6689,5843.0298,5871.4692,1415072000.0
2024-01-08,5852.7,5852.7,5759.002,5759.002,1304490202.0
2024-01-09,5778.3022,5960.8389,5778.3022,5885.6875,2009058900.0
2024-01-10,5867.3838,5874.1274,5751.4756,5758.1978,1849092700.0
2024-01-11,5739.4985,5893.8594,5739.4985,5876.606,1693238500.0
2024-01-12,5862.8389,5867.1074,5762.9043,5775.6221,1681890300.0
2024-01-15,5741.0273,5780.5259,5678.0513,5730.2563,1428237700.0
2024-01-16,5734.4863,5749.7935,5630.7969,5708.7393,1712664300.0
2024-01-17,5698.1812,5698.3413,5526.5864,5526.5864,1594556400.0
2024-01-18,5495.8472,5531.5771,5351.689,5514.917,1725849100.0
2024-01-19,5513.8833,5532.0547,5421.4028,5422.8418,1268184100.0
2024-01-22,5411.1221,5423.2129,5059.1821,5095.1543,1549995300.0
2024-01-23,5079.0542,5153.3223,5013.3755,5114.0635,1305375600.0
2024-01-24,5136.9604,5174.5532,4960.5771,5159.1807,1445813900.0
2024-01-25,5172.7593,5327.6274,5126.4312,5321.9263,1544118900.0
2024-01-26,5298.8789,5338.7983,5230.2456,5244.8848,1416924300.0
2024-01-29,5265.0859,5288.0405,5053.959,5053.959,1303055200.0
2024-01-30,5033.8188,5108.77,4911.6299,4916.7422,1063075100.0
2024-01-31,4902.8149,4930.0146,4658.2988,4672.4072,1432087800.0
2024-02-01,4649.4507,4735.5483,4549.6943,4642.6021,1454776000.0
2024-02-02,4658.6045,4738.2227,4290.3462,4446.5234,1653929500.0
2024-02-05,4417.0361,4417.0361,4025.7244,4105.6875,1988131100.0
2024-02-06,4016.1133,4370.6133,3880.0417,4278.4473,2101510500.0
2024-02-07,4291.5674,4416.6382,4188.3555,4251.0078,2150602000.0
2024-02-08,4252.1274,4590.6929,4221.1167,4589.4336,2386123500.0
2024-02-19,4656.2944,4765.3262,4634.1895,4743.9331,2181512200.0
2024-02-20,4716.1689,4840.4492,4650.606,4835.1094,1685812800.0
2024-02-21,4783.2671,5020.6714,4758.7114,4882.252,2118178900.0
2024-02-22,4871.5845,5028.9131,4871.0928,5028.9131,1878610300.0
2024-02-23,5060.2437,5263.2422,5031.2666,5256.8354,2253483300.0
2024-02-26,5453.3921,5614.9692,5441.2227,5521.2866,3138547900.0
2024-02-27,5502.9502,5690.623,5469.0044,5690.5942,3048716200.0
2024-02-28,5693.7993,5758.895,5281.0361,5281.4985,3524252100.0
2024-02-29,5215.3682,5554.8877,5215.3682,5554.0156,2940590900.0
2024-03-01,5586.3721,5679.6401,5559.8647,5679.2515,2612428800.0
2024-03-04,5678.5098,5704.8491,5559.1108,5704.1709,2927189200.0
2024-03-05,5643.8428,5683.9893,5583.4556,5633.4048,3025592700.0
2024-03-06,5609.186,5830.915,5608.1968,5819.1016,3321024600.0
2024-03-07,5912.3198,5963.2031,5768.2241,5770.2881,3282022300.0
2024-03-08,5745.1157,5850.3242,5687.4004,5845.2373,2784501200.0
2024-03-11,5803.7944,5886.5488,5771.8086,5886.5151,2483808700.0
2024-03-12,5879.1519,5965.2632,5850.0737,5949.4229,3012651800.0
2024-03-13,5939.498,6008.6084,5900.041,5965.4639,2589811800.0
2024-03-14,5963.5933,6025.5,5809.9824,5903.3657,2387433800.0
2024-03-15,5879.2817,6074.8145,5877.2939,6074.7476,2493527100.0
2024-03-18,6109.3589,6219.1123,6087.9941,6219.1123,2912677500.0
2024-03-19,6194.9507,6234.9639,6149.2246,6149.2246,2873540100.0
2024-03-20,6135.2734,6187.4253,6110.0728,6187.4253,2212666800.0
2024-03-21,6188.9189,6204.7446,6119.9937,6177.9224,2461358300.0
2024-03-22,6158.6748,6159.9678,6022.0752,6072.6514,2676337900.0
2024-03-25,6030.3066,6074.6982,5867.6147,5868.3999,2372486900.0
2024-03-26,5850.4023,5897.4927,5732.7476,5831.6196,1953410900.0
2024-03-27,5817.2559,5820.0112,5573.0933,5573.0933,1823004900.0
2024-03-28,5581.0542,5836.8027,5580.1841,5775.2588,2149154000.0
2024-03-29,5773.2549,5839.4897,5709.3203,5839.1938,1900898700.0
2024-04-01,5867.7969,5958.3296,5867.7969,5958.3296,2006941500.0
2024-04-02,5957.8442,5959.8853,5830.0566,5873.6909,2155812800.0
2024-04-03,5827.9434,5845.9834,5691.5132,5736.4531,1757763800.0
2024-04-08,5713.0537,5730.1411,5593.207,5593.2236,1525796800.0
2024-04-09,5606.4839,5678.8047,5585.021,5662.4556,1457541200.0
2024-04-10,5678.6099,5711.9507,5507.6938,5566.1499,1860387800.0
2024-04-11,5511.0811,5640.5352,5498.3521,5565.2661,1680802800.0
2024-04-12,5570.8633,5624.498,5501.3105,5510.1416,1592794900.0
2024-04-15,5487.7617,5519.3076,5233.9121,5319.1797,1911463400.0
2024-04-16,5266.0356,5266.7935,4926.5283,4926.8989,1931047800.0
2024-04-17,4987.4883,5278.6865,4987.4883,5278.6865,1857453400.0
2024-04-18,5268.9673,5394.4541,5203.042,5309.7695,2062291700.0
2024-04-19,5271.5244,5320.6206,5200.7441,5252.1406,1779630500.0
2024-04-22,5214.7178,5276.3979,5104.519,5211.1602,1643824700.0
2024-04-23,5228.1421,5327.7144,5217.3428,5294.3394,1722951100.0
2024-04-24,5292.2246,5411.7827,5292.2246,5411.7827,1831816900.0
2024-04-25,5393.4268,5435.6499,5359.1372,5391.708,1891692500.0
2024-04-26,5382.1016,5533.54,5381.8721,5504.0371,2261268300.0
2024-04-29,5560.6274,5684.4878,5560.6274,5675.356,2498119300.0
2024-04-30,5648.8794,5685.5806,5549.4717,5583.3755,1912476100.0
2024-05-06,5636.9404,5685.7734,5636.9404,5681.3076,1860109400.0
2024-05-07,5676.6909,5747.8193,5649.9009,5739.189,2105663400.0
2024-05-08,5711.5327,5711.5327,5604.8232,5613.1743,2059701000.0
2024-05-09,5608.2021,5686.2471,5608.1294,5679.4365,1695766200.0
2024-05-10,5682.2485,5698.0376,5574.5015,5588.8403,1747525100.0
2024-05-13,5529.7939,5529.7939,5435.2646,5450.9385,1636473600.0
2024-05-14,5480.9907,5561.1782,5475.7295,5509.2642,1525871400.0
2024-05-15,5497.0142,5545.3867,5454.916,5467.0605,1304730000.0
2024-05-16,5478.6611,5522.46,5458.2324,5475.855,1419579100.0
2024-05-17,5463.2529,5549.272,5434.8516,5549.272,1573058700.0
2024-05-20,5546.8115,5569.4482,5499.7568,5525.6992,1759408100.0
2024-05-21,5503.7085,5503.7085,5428.1714,5453.6719,1478615300.0
2024-05-22,5447.6943,5505.0703,5432.0659,5496.8008,1584097500.0
