date,alpha1,alpha2,alpha3,alpha4,alpha5,alpha6,alpha7,alpha8,alpha9,alpha10,alpha11,alpha12,alpha13,alpha14,alpha15,alpha16,alpha17,alpha18,alpha19,alpha20,alpha21,alpha22,alpha23,alpha24,alpha25,alpha26,alpha27,alpha28,alpha29,alpha30,alpha31,alpha32,alpha33,alpha34,alpha35,alpha36,alpha37,alpha38,alpha39,alpha40,alpha41,alpha42,alpha43,alpha44,alpha45,alpha46,alpha47,alpha48,alpha49,alpha50
2025-09-19,,-0.01909828704632522,-0.06298888059541383,-0.0184600640599401,-0.052967097532314954,-0.04922887542585751,-0.048209117527826695,0.13580245711742422,0.05349678528162744,-0.12558706638770276,-0.051109168553495156,-0.07073960063162765,-0.06032119075597335,0.055728961600800035,0.06956003765870389,-0.015348036265321488,0.06733636791712447,,-0.020457702427851644,,0.0460849896962159,0.03188098596558558,0.035126988936985064,-0.07046187056227839,0.11001959332505792,0.013846455150803006,-0.052635650073568505,,0.08127582358310254,-0.20621801589024644,-0.07500089929331062,0.003755243698801602,,0.053620892330242066,0.09184208119299572,-0.05523750155245382,-0.1310586302102739,0.058513895655995275,-0.09514559628557505,-0.017748607568331885,0.052380986500816865,-0.015397475948907606,,0.06857761791483964,0.040175864331294386,-0.03344328592707413,-0.06618206223190318,-0.12184302542202854,0.1580161550734192,-0.019394925147841423
2025-09-22,,0.02681200459654503,0.3009063542961849,-0.16908025116243808,-0.0060598725845226195,0.1316587095623922,-0.2741527760898219,-0.06115988558387256,0.043359890031278145,-0.152070469219019,0.03752815060026259,0.04421393054537534,-0.05181528683949383,0.08528211829668615,-0.11165054286961418,-0.02026330383207148,-0.1292099432535268,-7.753909815903144e-17,-0.11773233386914504,,-0.0948327229809509,-0.05153558414278221,0.033993665639792885,-0.09815767565767568,-0.06442970784330562,-0.07354856425819607,0.049575102601737,-7.753909815903144e-17,-0.01854621613828411,0.09125914234541194,0.19318863380825507,-0.026605398064321575,-7.753909815903144e-17,-0.08500238391279552,-0.022566772929969055,0.04216628324428251,-0.015488664910454331,-0.4078206977222872,-0.03929999792534651,-0.14212168984955983,0.13827938496081343,0.3147023643067468,,-0.34443138904490084,0.17129348303682454,-0.23232479791819258,-0.11809696930421966,0.03985222872565228,0.2089425491150904,0.16711660228636155
2025-09-23,,0.05625599302543621,0.1493100556290225,-0.0024293294213078606,-0.10157075753026053,0.05272444206541629,0.2263300236525429,-0.0017486506124261415,0.000540599165240981,-0.13425455718619198,-0.09243117453593616,-0.04456101682462719,-0.10407114616213592,-0.043126060015784826,-0.0612971030413947,0.033349239010105884,0.052597434552397265,-2.5846366053010486e-18,-0.00730443435534859,,0.04740007730782427,0.04620346716091307,-0.005807810552170012,0.019371321298008382,-0.039504602369931856,-0.13072718003539974,-0.16745853999206334,-2.5846366053010486e-18,0.0037548061616829347,0.20423178125745162,-0.4187470004857234,-0.01626345637806954,-2.5846366053010486e-18,0.08077149800487271,0.044068279311510916,0.046628653109311205,0.07336618059121512,0.38420344844707505,0.0968485547241143,-0.021242120687488937,-0.005885022703469297,-0.44847689053855616,,0.39486016816895797,0.18601076143598877,0.11994092063939031,-0.05368620469650275,0.006122791980088931,-0.19600929910978718,-0.27533099464716143
2025-09-24,,0.04702972355948353,0.029412052778654676,0.11934262412922618,-0.07801992647353362,-0.014208753077957614,-0.2006047711144379,0.006703590619587867,0.08389936204414546,0.0870137470135635,0.039445876133981046,0.02230906739982992,0.07407337370795172,0.05940444028268998,-0.016278637888581266,-0.06606495248825546,-0.009815570049703248,-3.79177270779376e-18,-0.0024388590170021725,,0.06929643338530875,-0.08940219278377823,-0.08011873996177021,0.03499317724681122,0.06179485574625876,0.024864487537078487,-0.08330238028327126,-3.79177270779376e-18,0.02875457400150525,-0.1474598551457496,0.16270654583477742,-0.013675367637517725,-3.79177270779376e-18,0.05300505771582313,-0.1311254076949911,-0.11828076464850215,0.03576925373612767,-0.2649912602154432,-0.0541760023024457,0.08572814338034518,-0.0902556515228257,0.23167274276773367,,-0.22163634710654445,-0.033373540905868276,-0.11777774411316806,-0.014111196399290529,0.10702275448844825,0.04852865373253225,0.18910403310865273
2025-09-25,,-0.02762253960507255,0.32126282736993644,0.057319376328640086,0.08617616530309904,-0.01619400319452212,-0.4133827650583053,-0.059602334030955946,-0.09665080638095686,0.03301960562903158,0.06587914802320498,-0.05439651163574357,-0.06891809109771763,0.0020644028265083855,0.14512570684723974,0.17987127189577554,0.06854401470749732,,-0.08577079130902342,,-0.015486844310113075,-0.1692634392119256,-0.14205670590977743,0.0011126973320429055,0.21384057043112592,0.031586658574110436,-0.06204928801233216,,-0.021624690825521143,-0.15445119801446924,0.4770165310968261,-0.0997752377357982,,-0.07184303325862991,0.15682275757440164,-0.07301621804734153,-0.043260695441070834,-0.4737027679365397,-0.09601620393241789,-0.017266786173020743,-0.04336443321523856,0.4296638911248818,,-0.41023115068708726,-0.1462021223374183,-0.32078999824923776,-0.10927519866755127,0.00905585275311589,0.025061329343514915,0.2511321580306859
2025-09-26,,-0.017221633070906767,-0.16803202575266732,-0.018693038859849458,-0.16400812516010954,0.08425769726357206,0.05386068915504957,0.12109139798886843,0.11125724797395838,-0.08550757174478117,-0.08872920269544986,-0.02848220643586188,-0.013818916558214912,0.08570882653597411,0.014361062676466179,-0.032258228594079404,-0.13319429172795796,-1.0907791606695262e-16,-0.05200688996207141,,0.1935505932950751,-0.012916270576897293,0.1873952575882368,-0.1080195361092506,-0.10804927774575308,0.06075461373051814,-0.032223850106271,-1.0907791606695262e-16,-0.20693580244820492,0.01866702137296381,-0.36869344040260993,0.103796285307382,-1.0907791606695262e-16,-0.036747959331067455,-0.15011953647557547,0.048800833470725086,-0.11835504162557232,0.22125104797718473,-0.11155528583906571,-0.11863943621458367,0.09305616456135796,-0.0666108101747394,,0.27620755156252147,0.05599554280761846,0.214670335423156,-0.18087191701774635,-0.08078474636321221,0.09875996674535992,0.10398143633385135
2025-09-29,,0.024948649604004836,-0.021658289295605964,-0.08569405366134034,-0.011627095005697112,0.014697304780434095,0.05963772695836909,0.08952003714442217,-0.022500900977577343,0.0027473005843921543,0.1290560825765613,0.0005766256494685441,0.002172088596386807,-0.039037876407534276,-0.013097487768647607,-0.01319824854109257,-0.05331879564398775,,0.02956683109415788,,0.061046289486047976,0.19382648092195892,0.11230567650843876,0.0005581865901318311,0.025627392910004675,0.02060351061731652,0.014581920100065178,,0.14078070538232706,-0.10712469363931543,0.0074701451185047035,-0.03770674276990433,,-0.0020413430707173575,0.04850150395595018,-0.07558600609682067,-0.05418183294641404,0.20754503764167836,0.07254766435622398,-0.011759744755602987,0.045217750786089514,-0.08766396300860782,,0.1778776741090478,-0.13867797473883461,0.17571833025523922,0.13608016010224955,-0.04099510726293971,0.089544373115473,0.1438834271784113
2025-09-30,,-0.01894676377293525,-0.08558649153286264,-0.08521031915367257,-0.011432812265532223,-0.0036681235829861226,0.0864775342408318,0.07923619511598586,-0.028668261972902453,-0.09323879235950591,-0.08196989544810172,0.03835951011551213,0.042746701859878604,-0.04613309435436623,0.015100514573249017,0.010056003536722034,-0.041400349086404005,1.3217537731563678e-16,0.11143495175588186,,-0.061097970430724846,0.029606894959692456,0.03655789365032727,-0.053676963649714735,-0.03284803284664895,-0.08507627280394521,0.19393068450555462,1.3217537731563678e-16,0.0003111796119230335,0.0093269634156501,-0.2294885651749338,0.059657915942755574,1.3217537731563678e-16,-0.0005268080369671898,0.059559063701844286,0.014592404204262045,-0.08843019793435444,0.3171568539487145,0.09579117026673871,0.03855157529319068,-0.017779369230192004,-0.189472813385792,,0.13060238228261697,-0.03250615229283227,0.17179287406520513,0.12159553798795106,0.01247787509563666,0.02652215263696233,-0.05258916438416504
2025-10-09,,0.01778108967928688,0.1666501359930264,-0.15295973792627313,0.011771329062656818,0.03902399208256178,-0.21800467581911556,-0.06851345951146517,0.10070119322732538,0.061601105411505805,0.03379856090394515,-0.01865291317855556,-0.12040587033684141,-0.03461094461094461,0.04164932441915788,0.015948747379948496,0.008428179356782339,,-0.0245341910749611,,0.03600518678188965,-0.013009407998759586,-0.07004401287146446,0.07571689081963086,0.0318503440922749,0.013732238582675749,-0.1471447624973433,,-0.08944919728807342,-0.14190909896436144,0.12598146301401508,-0.000284915545624778,,-0.033141639124100224,0.025104343460167763,0.04573942162529367,-0.06330046907989625,-0.21672213269083973,-0.0905924529486426,0.01772389706121873,-0.07289710326985997,0.20327639410354154,,-0.1345814515484332,0.00042415039011360877,-0.14335975482014973,0.06664534497024145,-0.004817163491806887,-0.1378934519293472,0.1077211193179901
2025-10-10,0.008341671481653719,-0.001056042521447212,0.16284275832101736,-0.041891768039107234,-0.02027984156493927,-0.13743987085659498,-0.02589768280220269,-0.1101167338399941,-0.03914637771408358,0.053994936410739484,0.03517112744768186,-0.11440343861674221,-0.10949906634815962,-0.02206681761294698,0.01404022278973189,0.00807503700962252,-0.05688145249328764,-0.01563635599487376,-0.07156517907343342,,0.054490541524546826,-0.00823371230681558,-0.050252604844745516,-0.05588200239030672,-0.053118904364014265,-0.06654035731108272,-0.06786956743316502,1.5983120399380873e-16,-0.04418236298583373,-0.04851764226321629,-0.09928598951667698,-0.1341921992236751,1.5983120399380873e-16,0.06409349258759578,0.10271068421574982,-0.01863119070049125,-0.21303300159370672,-0.06484527454410875,0.17494006964538056,0.07149438967767988,-0.013427343382006579,0.04563977145569843,0.07468514682187367,0.020359725506814492,-0.05180233946049178,-0.09627798788051227,0.09472675963932448,-0.05076353374604673,-0.16069872485027936,-0.18231970425947114
2025-10-13,-0.2358598935683222,-0.009670510815788659,0.30649406202510326,-0.03702471994702439,0.06527905223352841,0.05008212795863819,-0.08523996519043528,0.08891142633682123,0.010670341590465272,0.030197041873193085,-0.010350686628000864,0.015463301598321473,0.07028236560535676,0.0016219242912187564,-0.08257748315681504,0.05603713943198309,0.019872105156058566,-0.09616983895172973,-0.010313551077292314,,-0.021343259223836054,-0.0326091398480381,-0.0149991494784861,0.004799069909775256,-0.01904364862876374,-0.09047480640749414,0.034173814028601056,8.700472490928247e-17,0.062308324718612106,0.07582163010630963,0.24196225977807712,-0.02612385402712903,8.700472490928247e-17,0.021775374397651676,0.04371371297695386,0.07140822069516961,-0.114073670632492,-0.4016088813882942,-0.12979385937955046,-0.04456576745692886,0.023452538027766104,0.24286307147104436,-0.2502217326619363,-0.2893615902090628,-0.016430634148875856,-0.13691272850600733,-0.23593815609061755,0.07077578883094304,0.14878175011876055,0.10944776233428823
2025-10-14,0.19035573122529645,-0.013787053282851592,0.0991010733107509,0.056516782573627335,-0.05191952407515956,0.06071947575085258,0.12454057001468627,-0.04960521202831711,0.13743847912636803,-0.16556805264422386,0.007935002743214714,-0.012053225328503175,-0.012506031287390525,-0.011995265077635976,0.09207754391067728,-0.14430365574706483,-0.06071420304169014,-0.15159255967048696,-0.09095511873592295,,0.03247323998606327,0.17790319433848858,0.10948110756649526,-0.061884482534392396,-0.02285968593600841,-0.08521277744420036,-0.08011070044264741,-1.805236150994972e-16,0.011295675250703366,-0.14886871525624137,-0.22227371120798672,0.008109328647486638,-1.805236150994972e-16,0.06969266738169273,-0.08906447323410409,0.12848584505159513,-0.029006251329963414,0.1592387369816828,-0.04454227758146075,-0.11460043692219667,0.15041522749159403,-0.14108392520887955,0.17124584409469043,0.18106658264581732,0.07031329974253916,0.16035487150349206,0.029030264611652833,-0.026510172605384647,-0.125112109231346,-0.18758528967511334
2025-10-15,-0.14528559220899398,-0.0445086125361841,0.032074197690243555,0.04605173973007511,-0.05390320505199095,-0.0008016916382261168,-0.11443643271723503,0.06192617874506401,0.08058416614376891,0.029928921498380712,-0.054245841812119604,-0.05166766144789138,0.011065533319572243,0.07789764578231025,0.000272161940180489,-0.024287781949499855,0.021844096686503556,0.021331036050844313,-0.026308100413062974,,-0.0326809005587628,-0.03640642865539281,-0.03140696091498504,-0.031123182534844678,0.07264555689893532,-0.029911486247647414,0.01961676655086398,,-0.016973008269437755,-0.0005640064729727085,0.16710703027275184,0.061699392418236666,,-0.008402587542988714,0.032394107007287516,0.007059365834551419,0.01433153726366877,-0.4003453612679488,0.020306096127941268,-0.039991449561969185,0.04191482044080135,0.31141841735691145,-0.14639267830121833,-0.2832636759299363,0.032735287635001144,-0.2033134036358612,-0.01613620513408425,0.06575323064169077,0.022260754922472783,0.14940194701594497
2025-10-16,-0.25708795688660857,-0.03818707660997961,0.25222277722277736,-0.19080526902508074,0.029744723833427744,-0.07745265205878493,-0.1602528027528029,0.16158045846574692,-0.03490400688683058,0.03787749166955593,0.012575571088880973,0.0703903291448385,-0.07605654014493791,-0.013911625735909209,0.08182664258943291,0.05218864510677665,-0.01782356532356533,0.03642587572951373,0.10060888170039456,1.0113912738665463e-16,0.008950497462395299,0.12756500206777985,0.037488199635447715,0.004005983788280203,0.021748361036576302,-0.04465198287398185,-0.006036463536463574,,0.105439620643701,0.15468330791327953,0.1209901938004925,0.0539766987543839,,0.11789044289044295,0.0467829392829393,0.03972948196956234,-0.10422224686413525,-0.3538478096489143,0.014034433672806356,-0.04682886174598883,0.018169926507445353,0.22513950138259525,-0.30461559877500693,-0.2577916877101155,-0.1716286491286491,-0.13881324809610027,-0.050683620748914596,0.024802169201968278,0.004912967494584767,0.2792400969196549
2025-10-17,-0.009508133899151549,-0.12108867715609752,0.04527401188795181,0.0076599998896311,0.0631066886823771,0.053807588840604235,-0.10418830392209819,-0.01706196011449189,-0.05214517283482804,0.019793275737153643,0.042795792722103,0.05672683882515139,0.02914930864079399,-0.033579270578227634,-0.049046322136117815,-0.1228059683129879,-0.03610830330480949,-0.03210067297663104,0.02567667537214206,,0.06922784813679529,-0.022082561403259517,0.11851016991698902,-0.055527964332072965,-0.010700333334229132,-0.03245829801921998,-0.10524078117886723,,-0.13947788984472778,-0.03391587701483579,0.01946267906863271,0.023759357948646264,,0.09218666810700706,-0.06462266941360144,0.05200508694106878,-0.05595677894276384,-0.10203763857941581,-0.17432790692111086,-0.007120991278553187,0.05469785928123256,0.08780697647396558,-0.040075302828986525,-0.08145190861889025,0.03356970346993417,0.02300393087173638,0.09909389396197013,-0.011196994655038076,0.008484571719546691,0.013338909545746602
2025-10-20,-0.11865351219448846,0.0013952899042990027,0.14073784891665025,-0.010255530913103285,0.04843661649902604,-0.048690823935090735,-0.09780004230426287,0.020294053532972558,0.005956937944018101,0.12049412192147006,-0.08255658633318119,0.0035910684932102628,-0.05042247973852817,-0.09662391634641158,0.028310257713685266,-0.10038942938138601,0.026953324523345857,-0.10843164915431171,-0.1008897044485126,,-0.03000913457920289,0.035687239337593074,-0.09824741694083743,0.04904482643583308,-0.047743916774101544,-0.11483724416504731,0.11291803515062555,-3.110688388419416e-17,-0.04437116212421076,0.15432844782857955,-0.257609156277935,0.0289944091456253,-3.110688388419416e-17,0.018853622489544624,0.020289722988694126,-0.015479779745703076,0.005525592273086021,-0.28188825162847436,-0.01195277997010965,-0.018633684496558344,-0.04834542126611111,0.1139454188235906,-0.0733374022947525,-0.10084654494646962,0.24971791490313883,-0.18138485849138383,0.015666632573149673,-0.06356232473006332,-0.10520577472937646,-0.05489381904891303
2025-10-21,-0.07558305712668134,0.02465207637098203,0.1416067494871179,0.028075046918674254,-0.017573748053210995,-0.008030262396431707,0.03195477593774333,0.14047306702397722,-0.04562931387355853,0.10056239618810035,-0.05969511716698078,-0.013788586672689021,-0.04448954134589432,0.05422740524781344,0.1068487096735721,-0.0798347254711349,-0.03133075572794149,-0.000307512535365277,-0.12404602507306953,,0.06997306024900707,-0.08924998863884695,-0.1504188182647331,-0.05494911570002972,-0.04735528674467519,-0.026174761723014917,-0.17382365742036346,,-0.1851367030361199,0.12034260555712468,0.13513927036299003,0.05780033028921478,,-0.04335526468106223,-0.06231795849675145,-0.11439742220673693,-0.05404588801812864,-0.15435374972904192,0.11018603358418866,0.06769021265730536,-0.06258196901169091,0.06361579922363,-0.19590014053101307,-0.1352376418205783,0.0016916603645701224,-0.11906518914308341,-0.021458293714700632,-0.12221006142605818,0.017197700412654386,0.09186247691037164
2025-10-22,0.049833129294987524,-0.021357996660123682,-0.15360000957449338,-0.0334116325369953,0.03235420240137224,0.05514515034141276,0.03408479809786725,0.07229687068590174,-0.025611420055617583,0.021887176632584278,-0.015729279582808443,0.05726227079898765,0.022430272756569888,-0.055204217988857995,0.029645613318676756,-0.02227463158819911,-0.03156909991781895,-0.03723777042431142,-0.04579528325109363,,0.07393713595903637,-0.018915989371988205,-0.018684327493127692,-0.06459380431695226,0.0066267152573046125,-0.01163756481996897,-0.12817813345248252,8.89374585112342e-17,-0.0009771871626085915,-0.04754910733860942,0.021349900292244303,-0.054029710407533016,8.89374585112342e-17,0.030674283708201334,-0.08048159702552397,-0.017131148741686978,-0.14848570298538086,0.13409823338118546,0.10834895848592281,-0.008723962148067857,0.030282278147247522,0.027719142765066075,0.07600733357495247,0.05722223043709707,-0.10568206298420994,0.044141120110785845,-0.024648434066738917,0.06979975390384673,-0.10356509829197555,0.006623721911346784
2025-10-23,0.19898040645990395,0.1005336712941231,-0.10086995572598988,-0.027984668773483337,-0.001083898170972099,0.14827145077145076,0.19890095698279736,-0.1854720771446012,-0.10436757686757676,-0.0291398091124407,0.0779388824686388,-0.08763292263292266,0.05646303465206317,0.018679709338735126,0.13175241425241413,-0.08322745461533258,-0.09589042328725643,-0.01944517307983826,-0.0043522353625347135,-1.081288051454063e-16,0.1481758781996887,0.09588354599067493,0.09150486473455789,-0.033709623709623715,0.0027383727383727507,0.08433176720601213,0.17749067743870417,,0.017193917193917208,0.1822858408806192,0.12329220709481385,-0.01408702408702408,,0.02357725662531458,-0.12469335406863556,-0.022881239851534906,0.16659720384434837,0.1842701948638296,0.010533259038700175,-0.047535709963681665,0.07258621125297735,-0.3004403153886976,0.39053398932115274,0.2504003261618847,-0.16572087349260714,0.1782350437141328,-0.12158050749972424,-0.026097896034501807,0.12816675332896274,-0.1333502668356472
2025-10-24,0.056812958707094664,0.06252937620432983,-0.1919551621643996,-0.018145763043025533,0.014054191717664888,-0.12672700730619677,0.06715223414533088,0.10587552838192263,-0.03290931980960712,-0.3194077530509689,0.020400876563267466,-0.052989894372907874,0.134791249480485,-0.03805991658472082,0.09579251160300598,-0.16553897306079252,0.03971454218947496,-0.12538414179539953,0.0548276197196487,1.4086205111976862e-16,-0.15462761472712216,0.05725170126891401,-0.018053264867791286,0.04128507294730194,-0.020513735001498588,-0.0455051573657762,-0.0014808436091331269,2.3133458355846643e-17,0.04619653107881659,0.001599461180647952,-0.1298350081518809,-0.0023306838913346468,2.3133458355846643e-17,0.08289556260264047,0.06201298536129219,0.1401945819322174,0.04097819926701173,0.38928136925227624,0.17908508708958307,0.04695148675709373,-0.02724147051044696,-0.0901159935013412,0.14370935240162033,0.051441750712997565,-0.20584905477132717,0.09823545392540202,0.11815713907885289,-0.005506857596251923,-0.1759736653190764,-0.09889843956625226
2025-10-27,0.010101159867636286,-0.0344283240289063,-0.05655419417348103,0.12160221859647036,-0.004378539289865259,0.038343073818805244,-0.03925607290750435,0.1359385847913681,0.02942517646873834,-0.0752800409792494,0.05516457076824651,0.12080645392527622,0.07935485899274455,-0.0035411784146252706,-0.03899655040209855,0.052555043092755716,-0.11759686822469358,0.010068000270922141,0.04113379512010734,1.6950205321465934e-16,0.04180776093328721,-0.03001264056765917,0.03899800265591722,-0.021172317566495794,-0.002809764318328631,-0.025682129312372223,-0.1201794187730904,-1.0123569145214816e-16,-0.01168835132899009,0.03892990744609127,-0.06198340717523074,-0.049595311617685274,-1.0123569145214816e-16,-0.02822641948709252,-0.02204299969242214,0.0020577386604135797,-0.1288767844131323,0.11471979127333497,-0.03951229271946222,-0.12181406276575059,0.13945375886964462,-0.17929410332285406,0.10344792726733568,0.14543105463868503,-0.15919790907234396,-0.03386637465249662,0.02187481843564091,-0.04692784200103352,-0.09940522987561477,-0.17290126042741813
